"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Union County, IA"	"19175"	756	62693	1205.9	816.5
	"Van Buren County, IA"	"19177"	456	36900	1235.8	788.2
	"Wapello County, IA"	"19179"	2068	176210	1173.6	863.7
	"Warren County, IA"	"19181"	1942	240850	806.3	690.5
	"Washington County, IA"	"19183"	1189	110574	1075.3	690.0
	"Wayne County, IA"	"19185"	432	32016	1349.3	779.5
	"Webster County, IA"	"19187"	2233	185252	1205.4	874.7
	"Winnebago County, IA"	"19189"	642	52902	1213.6	683.4
	"Winneshiek County, IA"	"19191"	959	103947	922.6	585.8
	"Woodbury County, IA"	"19193"	4710	512129	919.7	829.2
	"Worth County, IA"	"19195"	461	37805	1219.4	782.4
	"Wright County, IA"	"19197"	794	64453	1231.9	689.7
	"Allen County, KS"	"20001"	888	64757	1371.3	918.9
	"Anderson County, KS"	"20003"	475	39288	1209.0	764.2
	"Atchison County, KS"	"20005"	901	82787	1088.3	861.7
	"Barber County, KS"	"20007"	315	24167	1303.4	860.4
	"Barton County, KS"	"20009"	1442	136069	1059.8	755.5
	"Bourbon County, KS"	"20011"	968	73755	1312.5	913.6
	"Brown County, KS"	"20013"	596	49052	1215.0	834.3
	"Butler County, KS"	"20015"	3145	331319	949.2	830.6
	"Chase County, KS"	"20017"	180	13471	1336.2	799.8
	"Chautauqua County, KS"	"20019"	276	17350	1590.8	925.9
	"Cherokee County, KS"	"20021"	1279	103685	1233.5	953.5
	"Cheyenne County, KS"	"20023"	181	13397	1351.0	622.7
	"Clark County, KS"	"20025"	166	10654	1558.1	886.6
	"Clay County, KS"	"20027"	527	41730	1262.9	726.3
	"Cloud County, KS"	"20029"	680	46510	1462.1	847.9
	"Coffey County, KS"	"20031"	493	42163	1169.3	793.7
	"Comanche County, KS"	"20033"	162	9478	1709.2	1023.4
	"Cowley County, KS"	"20035"	2169	179884	1205.8	913.4
	"Crawford County, KS"	"20037"	2091	196403	1064.6	893.4
	"Decatur County, KS"	"20039"	225	14430	1559.3	675.9
	"Dickinson County, KS"	"20041"	1202	96918	1240.2	816.2
	"Doniphan County, KS"	"20043"	394	38966	1011.1	715.4
	"Douglas County, KS"	"20045"	3363	581761	578.1	668.0
	"Edwards County, KS"	"20047"	186	14875	1250.4	815.6
	"Elk County, KS"	"20049"	208	13173	1579.0	868.0
	"Ellis County, KS"	"20051"	1268	145158	873.5	732.0
	"Ellsworth County, KS"	"20053"	420	31876	1317.6	819.1
	"Finney County, KS"	"20055"	1061	184915	573.8	700.0
	"Ford County, KS"	"20057"	1172	172459	679.6	723.6
	"Franklin County, KS"	"20059"	1326	128315	1033.4	874.5
	"Geary County, KS"	"20061"	1043	184089	566.6	860.1
	"Gove County, KS"	"20063"	203	13439	1510.5	794.4
	"Graham County, KS"	"20065"	162	12885	1257.3	658.4
	"Grant County, KS"	"20067"	269	38740	694.4	775.1
	"Gray County, KS"	"20069"	261	30186	864.6	754.2
	"Greeley County, KS"	"20071"	105	6477	1621.1	979.8
	"Greenwood County, KS"	"20073"	515	31518	1634.0	971.5
	"Hamilton County, KS"	"20075"	131	12835	1020.6	1071.3
	"Harper County, KS"	"20077"	428	28990	1476.4	881.1
	"Harvey County, KS"	"20079"	2013	174071	1156.4	758.0
	"Haskell County, KS"	"20081"	135	20437	660.6	661.7
	"Hodgeman County, KS"	"20083"	98	9595	1021.4	565.2
	"Jackson County, KS"	"20085"	654	66824	978.7	739.3
	"Jefferson County, KS"	"20087"	915	94402	969.3	745.5
	"Jewell County, KS"	"20089"	201	15016	1338.6	642.9
	"Johnson County, KS"	"20091"	18559	2862141	648.4	615.2
	"Kearny County, KS"	"20093"	199	19713	1009.5	885.1
	"Kingman County, KS"	"20095"	573	38484	1488.9	900.4
	"Kiowa County, KS"	"20097"	130	12598	1031.9	617.1
	"Labette County, KS"	"20099"	1353	104164	1298.9	929.7
	"Lane County, KS"	"20101"	132	8403	1570.9	930.0
	"Leavenworth County, KS"	"20103"	2940	393923	746.3	744.9
	"Lincoln County, KS"	"20105"	175	15670	1116.8	626.3
	"Linn County, KS"	"20107"	568	47618	1192.8	835.4
	"Logan County, KS"	"20109"	182	14001	1299.9	726.9
	"Lyon County, KS"	"20111"	1375	167005	823.3	734.5
	"McPherson County, KS"	"20113"	1890	145819	1296.1	777.4
	"Marion County, KS"	"20115"	843	61066	1380.5	766.3
	"Marshall County, KS"	"20117"	639	49817	1282.7	709.1
	"Meade County, KS"	"20119"	241	21549	1118.4	725.8
	"Miami County, KS"	"20121"	1418	163937	865.0	732.3
	"Mitchell County, KS"	"20123"	419	31497	1330.3	732.2
	"Montgomery County, KS"	"20125"	2171	168827	1285.9	922.5
	"Morris County, KS"	"20127"	388	28470	1362.8	737.4
	"Morton County, KS"	"20129"	177	15164	1167.2	822.6
	"Nemaha County, KS"	"20131"	632	50887	1242.0	675.1
	"Neosho County, KS"	"20133"	989	81788	1209.2	836.6
	"Ness County, KS"	"20135"	227	15236	1489.9	770.6
	"Norton County, KS"	"20137"	323	27790	1162.3	731.7
	"Osage County, KS"	"20139"	965	80004	1206.2	867.8
	"Osborne County, KS"	"20141"	333	18731	1777.8	914.5
	"Ottawa County, KS"	"20143"	360	30020	1199.2	874.1
	"Pawnee County, KS"	"20145"	404	34201	1181.3	785.9
	"Phillips County, KS"	"20147"	355	27421	1294.6	783.1
	"Pottawatomie County, KS"	"20149"	899	114600	784.5	738.3
	"Pratt County, KS"	"20151"	607	48647	1247.8	834.2
	"Rawlins County, KS"	"20153"	207	12783	1619.3	754.0
	"Reno County, KS"	"20155"	3760	319017	1178.6	817.9
	"Republic County, KS"	"20157"	444	23838	1862.6	865.3
	"Rice County, KS"	"20159"	637	49745	1280.5	922.0
	"Riley County, KS"	"20161"	1671	375128	445.4	630.0
	"Rooks County, KS"	"20163"	327	25801	1267.4	781.1
	"Rush County, KS"	"20165"	272	15718	1730.5	868.1
	"Russell County, KS"	"20167"	444	34939	1270.8	718.3
	"Saline County, KS"	"20169"	2674	277736	962.8	758.4
	"Scott County, KS"	"20171"	256	24789	1032.7	695.6
	"Sedgwick County, KS"	"20173"	21464	2541107	844.7	808.7
	"Seward County, KS"	"20175"	665	115925	573.6	724.8
	"Shawnee County, KS"	"20177"	9104	892837	1019.7	805.1
	"Sheridan County, KS"	"20179"	155	12610	1229.2	696.8
	"Sherman County, KS"	"20181"	367	30188	1215.7	831.2
	"Smith County, KS"	"20183"	328	18504	1772.6	823.1
	"Stafford County, KS"	"20185"	278	21420	1297.9	773.0
	"Stanton County, KS"	"20187"	97	10575	917.3	659.1
	"Stevens County, KS"	"20189"	248	28688	864.5	739.6
	"Sumner County, KS"	"20191"	1287	117547	1094.9	805.5
	"Thomas County, KS"	"20193"	381	39546	963.4	711.3
	"Trego County, KS"	"20195"	241	14636	1646.6	851.9
	"Wabaunsee County, KS"	"20197"	338	34802	971.2	734.3
	"Wallace County, KS"	"20199"	96	7613	1261.0	670.1
	"Washington County, KS"	"20201"	359	28065	1279.2	675.8
	"Wichita County, KS"	"20203"	124	10842	1143.7	736.6
	"Wilson County, KS"	"20205"	611	44780	1364.4	914.5
	"Woodson County, KS"	"20207"	264	15929	1657.4	944.3
	"Wyandotte County, KS"	"20209"	6804	808885	841.2	901.8
	"Adair County, KY"	"21001"	965	95780	1007.5	846.5
	"Allen County, KY"	"21003"	1110	102107	1087.1	968.2
	"Anderson County, KY"	"21005"	1042	109336	953.0	860.8
	"Ballard County, KY"	"21007"	538	41078	1309.7	950.6
	"Barren County, KY"	"21009"	2445	216436	1129.7	900.5
	"Bath County, KY"	"21011"	703	60567	1160.7	999.8
	"Bell County, KY"	"21013"	1967	138379	1421.5	1166.4
	"Boone County, KY"	"21015"	4082	628279	649.7	758.1
	"Bourbon County, KY"	"21017"	1053	100022	1052.8	836.3
	"Boyd County, KY"	"21019"	3067	243578	1259.1	949.6
	"Boyle County, KY"	"21021"	1541	148248	1039.5	786.7
	"Bracken County, KY"	"21023"	486	42022	1156.5	1033.6
	"Breathitt County, KY"	"21025"	993	67380	1473.7	1310.8
	"Breckinridge County, KY"	"21027"	1160	99999	1160.0	948.5
	"Bullitt County, KY"	"21029"	2908	388636	748.3	762.9
	"Butler County, KY"	"21031"	748	64138	1166.2	921.7
	"Caldwell County, KY"	"21033"	855	63792	1340.3	991.6
	"Calloway County, KY"	"21035"	1929	191510	1007.3	873.4
	"Campbell County, KY"	"21037"	4266	457279	932.9	845.1
	"Carlisle County, KY"	"21039"	345	24768	1392.9	927.2
	"Carroll County, KY"	"21041"	679	53878	1260.3	1121.4
	"Carter County, KY"	"21043"	1507	136459	1104.4	947.5
	"Casey County, KY"	"21045"	964	79640	1210.4	943.0
	"Christian County, KY"	"21047"	2961	369681	801.0	901.1
	"Clark County, KY"	"21049"	2080	178531	1165.1	978.4
	"Clay County, KY"	"21051"	1303	105799	1231.6	1183.7
	"Clinton County, KY"	"21053"	674	50862	1325.2	1108.8
	"Crittenden County, KY"	"21055"	654	46055	1420.0	1035.2
	"Cumberland County, KY"	"21057"	517	33899	1525.1	1039.4
	"Daviess County, KY"	"21059"	5138	493620	1040.9	838.4
	"Edmonson County, KY"	"21061"	699	60430	1156.7	872.9
	"Elliott County, KY"	"21063"	379	38306	989.4	787.9
	"Estill County, KY"	"21065"	967	72032	1342.5	1162.3
	"Fayette County, KY"	"21067"	11462	1557643	735.9	770.3
	"Fleming County, KY"	"21069"	919	72716	1263.8	1118.9
	"Floyd County, KY"	"21071"	2584	190718	1354.9	1171.4
	"Franklin County, KY"	"21073"	2633	249910	1053.6	876.9
	"Fulton County, KY"	"21075"	492	31616	1556.2	1098.5
	"Gallatin County, KY"	"21077"	509	42715	1191.6	1350.5
	"Garrard County, KY"	"21079"	849	85253	995.9	826.2
	"Grant County, KY"	"21081"	1186	123524	960.1	1049.3
	"Graves County, KY"	"21083"	2280	186897	1219.9	948.9
	"Grayson County, KY"	"21085"	1604	130460	1229.5	1053.4
	"Green County, KY"	"21087"	706	55615	1269.4	917.6
	"Greenup County, KY"	"21089"	2305	181276	1271.5	946.9
	"Hancock County, KY"	"21091"	409	43580	938.5	851.1
	"Hardin County, KY"	"21093"	4436	537867	824.7	839.3
	"Harlan County, KY"	"21095"	2130	140156	1519.7	1241.7
	"Harrison County, KY"	"21097"	1124	93143	1206.7	997.7
	"Hart County, KY"	"21099"	1091	92549	1178.8	1004.9
	"Henderson County, KY"	"21101"	2509	231812	1082.3	910.5
	"Henry County, KY"	"21103"	847	77638	1091.0	922.5
	"Hickman County, KY"	"21105"	308	23456	1313.1	775.3
	"Hopkins County, KY"	"21107"	3086	231793	1331.4	1054.8
	"Jackson County, KY"	"21109"	787	66785	1178.4	1058.5
	"Jefferson County, KY"	"21111"	38210	3798621	1005.9	869.9
	"Jessamine County, KY"	"21113"	2182	255073	855.4	814.9
	"Johnson County, KY"	"21115"	1474	116400	1266.3	1088.2
	"Kenton County, KY"	"21117"	7365	816965	901.5	884.1
	"Knott County, KY"	"21119"	1029	79420	1295.6	1124.4
	"Knox County, KY"	"21121"	1923	158698	1211.7	1034.3
	"Larue County, KY"	"21123"	813	70634	1151.0	871.6
	"Laurel County, KY"	"21125"	2932	299749	978.2	901.0
	"Lawrence County, KY"	"21127"	1025	79351	1291.7	1151.4
	"Lee County, KY"	"21129"	506	34480	1467.5	1303.9
	"Leslie County, KY"	"21131"	797	54343	1466.6	1217.5
	"Letcher County, KY"	"21133"	1610	116908	1377.2	1147.8
	"Lewis County, KY"	"21135"	825	68230	1209.1	996.7
	"Lincoln County, KY"	"21137"	1455	122118	1191.5	994.6
	"Livingston County, KY"	"21139"	637	46764	1362.2	1007.1
	"Logan County, KY"	"21141"	1535	133787	1147.3	929.7
	"Lyon County, KY"	"21143"	584	41625	1403.0	911.6
	"McCracken County, KY"	"21145"	4098	326462	1255.3	915.3
	"McCreary County, KY"	"21147"	1044	89249	1169.8	1158.3
	"McLean County, KY"	"21149"	621	47462	1308.4	984.9
	"Madison County, KY"	"21151"	3613	436620	827.5	856.8
	"Magoffin County, KY"	"21153"	749	64433	1162.4	1070.2
	"Marion County, KY"	"21155"	1032	97483	1058.6	890.7
	"Marshall County, KY"	"21157"	2106	156063	1349.5	940.3
	"Martin County, KY"	"21159"	696	62391	1115.5	1042.8
	"Mason County, KY"	"21161"	1104	86145	1281.6	1044.0
	"Meade County, KY"	"21163"	1151	143754	800.7	853.9
	"Menifee County, KY"	"21165"	389	31724	1226.2	956.6
	"Mercer County, KY"	"21167"	1315	107057	1228.3	949.1
	"Metcalfe County, KY"	"21169"	647	49916	1296.2	1021.4
	"Monroe County, KY"	"21171"	769	53458	1438.5	1130.7
	"Montgomery County, KY"	"21173"	1421	136953	1037.6	940.2
	"Morgan County, KY"	"21175"	725	66893	1083.8	988.0
	"Muhlenberg County, KY"	"21177"	1896	156078	1214.8	944.5
	"Nelson County, KY"	"21179"	1969	224373	877.6	862.5
	"Nicholas County, KY"	"21181"	517	35308	1464.3	1170.2
	"Ohio County, KY"	"21183"	1428	120761	1182.5	972.5
	"Oldham County, KY"	"21185"	1951	319378	610.9	734.0
	"Owen County, KY"	"21187"	577	53365	1081.2	937.7
	"Owsley County, KY"	"21189"	399	22760	1753.1	1410.7
	"Pendleton County, KY"	"21191"	732	72545	1009.0	935.9
	"Perry County, KY"	"21193"	2058	139089	1479.6	1299.7
	"Pike County, KY"	"21195"	4106	313954	1307.8	1117.6
	"Powell County, KY"	"21197"	852	61934	1375.7	1293.8
	"Pulaski County, KY"	"21199"	4097	318862	1284.9	1037.1
	"Robertson County, KY"	"21201"	181	10953	1652.5	1069.4
	"Rockcastle County, KY"	"21203"	986	84467	1167.3	1000.5
	"Rowan County, KY"	"21205"	1151	121508	947.3	982.1
	"Russell County, KY"	"21207"	1194	88419	1350.4	1009.6
	"Scott County, KY"	"21209"	1751	256740	682.0	817.1
	"Shelby County, KY"	"21211"	1815	224834	807.3	798.0
	"Simpson County, KY"	"21213"	948	89280	1061.8	931.5
	"Spencer County, KY"	"21215"	702	88991	788.8	919.4
	"Taylor County, KY"	"21217"	1442	126575	1139.2	920.8
	"Todd County, KY"	"21219"	663	62323	1063.8	927.1
	"Trigg County, KY"	"21221"	854	71333	1197.2	877.0
	"Trimble County, KY"	"21223"	492	43753	1124.5	994.7
	"Union County, KY"	"21225"	857	75326	1137.7	1017.6
	"Warren County, KY"	"21227"	4821	605330	796.4	848.7
	"Washington County, KY"	"21229"	683	60087	1136.7	875.7
	"Wayne County, KY"	"21231"	1195	102784	1162.6	949.5
	"Webster County, KY"	"21233"	850	66657	1275.2	1017.5
	"Whitley County, KY"	"21235"	2421	179211	1350.9	1243.5
	"Wolfe County, KY"	"21237"	539	36106	1492.8	1258.9
	"Woodford County, KY"	"21239"	1162	127957	908.1	798.9
	"Acadia Parish, LA"	"22001"	3180	311861	1019.7	964.0
	"Allen Parish, LA"	"22003"	1279	128093	998.5	959.9
	"Ascension Parish, LA"	"22005"	3563	585043	609.0	775.8
	"Assumption Parish, LA"	"22007"	1080	114865	940.2	813.5
	"Avoyelles Parish, LA"	"22009"	2480	206261	1202.4	1029.4
	"Beauregard Parish, LA"	"22011"	1817	182174	997.4	951.3
	"Bienville Parish, LA"	"22013"	1029	69619	1478.0	1053.3
	"Bossier Parish, LA"	"22015"	5036	623598	807.6	814.7
	"Caddo Parish, LA"	"22017"	13842	1265623	1093.7	948.1
	"Calcasieu Parish, LA"	"22019"	9888	986163	1002.7	950.4
	"Caldwell Parish, LA"	"22021"	613	49986	1226.3	1037.0
	"Cameron Parish, LA"	"22023"	225	33696	667.7	598.2
	"Catahoula Parish, LA"	"22025"	717	50723	1413.6	1230.0
	"Claiborne Parish, LA"	"22027"	952	82258	1157.3	883.4
	"Concordia Parish, LA"	"22029"	1263	101438	1245.1	1057.8
	"De Soto Parish, LA"	"22031"	1457	135235	1077.4	916.4
	"East Baton Rouge Parish, LA"	"22033"	18816	2226683	845.0	859.2
	"East Carroll Parish, LA"	"22035"	430	37096	1159.2	1093.1
	"East Feliciana Parish, LA"	"22037"	1235	98782	1250.2	1102.3
	"Evangeline Parish, LA"	"22039"	1832	168824	1085.2	1018.3
	"Franklin Parish, LA"	"22041"	1401	102320	1369.2	1092.3
	"Grant Parish, LA"	"22043"	1067	111861	953.9	940.6
	"Iberia Parish, LA"	"22045"	3635	368993	985.1	958.7
	"Iberville Parish, LA"	"22047"	1714	165797	1033.8	964.0
	"Jackson Parish, LA"	"22049"	970	79993	1212.6	915.7
	"Jefferson Parish, LA"	"22051"	20577	2176018	945.6	802.8
	"Jefferson Davis Parish, LA"	"22053"	1853	156995	1180.3	1000.4
	"Lafayette Parish, LA"	"22055"	8497	1174813	723.3	784.0
	"Lafourche Parish, LA"	"22057"	4410	488439	902.9	846.1
	"LaSalle Parish, LA"	"22059"	822	74633	1101.4	940.3
	"Lincoln Parish, LA"	"22061"	1860	237400	783.5	813.8
	"Livingston Parish, LA"	"22063"	5312	679623	781.6	883.0
	"Madison Parish, LA"	"22065"	653	59013	1106.5	1077.0
	"Morehouse Parish, LA"	"22067"	1831	133697	1369.5	1081.1
	"Natchitoches Parish, LA"	"22069"	1975	196290	1006.2	910.3
	"Orleans Parish, LA"	"22071"	15839	1914612	827.3	826.7
	"Ouachita Parish, LA"	"22073"	7636	781989	976.5	936.9
	"Plaquemines Parish, LA"	"22075"	905	117919	767.5	782.3
	"Pointe Coupee Parish, LA"	"22077"	1341	111828	1199.2	935.6
	"Rapides Parish, LA"	"22079"	7204	661867	1088.4	965.8
	"Red River Parish, LA"	"22081"	552	43785	1260.7	1046.1
	"Richland Parish, LA"	"22083"	1141	103461	1102.8	952.5
	"Sabine Parish, LA"	"22085"	1404	120719	1163.0	909.7
	"St. Bernard Parish, LA"	"22087"	1710	220455	775.7	932.5
	"St. Charles Parish, LA"	"22089"	2011	263538	763.1	829.0
	"St. Helena Parish, LA"	"22091"	636	53572	1187.2	986.9
	"St. James Parish, LA"	"22093"	1018	107903	943.4	847.4
	"St. John the Baptist Parish, LA"	"22095"	1957	219442	891.8	904.9
	"St. Landry Parish, LA"	"22097"	4845	418496	1157.7	1046.3
	"St. Martin Parish, LA"	"22099"	2404	266926	900.6	894.1
	"St. Mary Parish, LA"	"22101"	2740	265266	1032.9	935.4
	"St. Tammany Parish, LA"	"22103"	10571	1231346	858.5	779.4
	"Tangipahoa Parish, LA"	"22105"	5989	635575	942.3	976.1
	"Tensas Parish, LA"	"22107"	288	23966	1201.7	891.6
	"Terrebonne Parish, LA"	"22109"	5067	565497	896.0	911.8
	"Union Parish, LA"	"22111"	1340	112302	1193.2	928.7
	"Vermilion Parish, LA"	"22113"	2744	297622	922.0	841.5
	"Vernon Parish, LA"	"22115"	1983	260504	761.2	933.7
	"Washington Parish, LA"	"22117"	2924	231834	1261.2	1073.5
	"Webster Parish, LA"	"22119"	2651	201674	1314.5	992.0
	"West Baton Rouge Parish, LA"	"22121"	1048	125084	837.8	861.6
	"West Carroll Parish, LA"	"22123"	728	56850	1280.6	1008.2
	"West Feliciana Parish, LA"	"22125"	626	76922	813.8	759.7
	"Winn Parish, LA"	"22127"	868	73477	1181.3	985.4
	"Androscoggin County, ME"	"23001"	5392	536881	1004.3	813.9
	"Aroostook County, ME"	"23003"	4321	347023	1245.2	804.1
	"Cumberland County, ME"	"23005"	12906	1441020	895.6	686.3
	"Franklin County, ME"	"23007"	1591	151350	1051.2	772.2
	"Hancock County, ME"	"23009"	2918	272414	1071.2	711.4
	"Kennebec County, ME"	"23011"	6507	604766	1076.0	807.4
	"Knox County, ME"	"23013"	2326	198586	1171.3	702.9
	"Lincoln County, ME"	"23015"	2112	170823	1236.4	720.4
	"Oxford County, ME"	"23017"	3208	286497	1119.7	785.7
	"Penobscot County, ME"	"23019"	7840	764891	1025.0	798.7
	"Piscataquis County, ME"	"23021"	1163	85221	1364.7	864.0
	"Sagadahoc County, ME"	"23023"	1785	175672	1016.1	712.8
	"Somerset County, ME"	"23025"	2937	256814	1143.6	861.8
	"Waldo County, ME"	"23027"	1879	195355	961.8	725.9
	"Washington County, ME"	"23029"	2157	159627	1351.3	898.0
	"York County, ME"	"23031"	9546	1002682	952.0	704.0
	"Allegany County, MD"	"24001"	4614	365299	1263.1	882.2
	"Anne Arundel County, MD"	"24003"	20831	2798687	744.3	723.4
	"Baltimore County, MD"	"24005"	38735	4128330	938.3	719.9
	"Calvert County, MD"	"24009"	3281	452634	724.9	706.9
	"Caroline County, MD"	"24011"	1671	163263	1023.5	881.3
	"Carroll County, MD"	"24013"	7562	837674	902.7	755.7
	"Cecil County, MD"	"24015"	4507	510873	882.2	851.8
	"Charles County, MD"	"24017"	4923	771786	637.9	726.3
	"Dorchester County, MD"	"24019"	1918	162257	1182.1	827.8
	"Frederick County, MD"	"24021"	8689	1217327	713.8	686.4
	"Garrett County, MD"	"24023"	1560	148385	1051.3	739.6
	"Harford County, MD"	"24025"	10078	1248880	807.0	728.9
	"Howard County, MD"	"24027"	7544	1542234	489.2	529.2
	"Kent County, MD"	"24029"	1273	99096	1284.6	731.7
	"Montgomery County, MD"	"24031"	28601	5131853	557.3	480.5
	"Prince George's County, MD"	"24033"	28122	4488466	626.5	705.4
	"Queen Anne's County, MD"	"24035"	2052	243560	842.5	710.0
	"St. Mary's County, MD"	"24037"	3788	553376	684.5	727.1
	"Somerset County, MD"	"24039"	1248	129493	963.8	843.8
	"Talbot County, MD"	"24041"	2194	188339	1164.9	623.2
	"Washington County, MD"	"24043"	7594	747857	1015.4	815.7
	"Wicomico County, MD"	"24045"	4710	507633	927.8	837.3
	"Worcester County, MD"	"24047"	3115	257204	1211.1	721.8
	"Baltimore city, MD"	"24510"	33494	3104999	1078.7	1054.6
	"Barnstable County, MA"	"25001"	14427	1073514	1343.9	681.2
	"Berkshire County, MA"	"25003"	7428	642817	1155.5	711.9
	"Bristol County, MA"	"25005"	25972	2774340	936.2	739.0
	"Dukes County, MA"	"25007"	730	85685	852.0	599.3
	"Essex County, MA"	"25009"	32644	3846812	848.6	665.6
	"Franklin County, MA"	"25011"	3498	354582	986.5	721.2
	"Hampden County, MA"	"25013"	22023	2340362	941.0	746.6
	"Hampshire County, MA"	"25015"	6178	805177	767.3	657.8
	"Middlesex County, MA"	"25017"	55634	7838050	709.8	604.3
	"Nantucket County, MA"	"25019"	323	53472	604.1	538.6
	"Norfolk County, MA"	"25021"	28630	3456089	828.4	625.5
	"Plymouth County, MA"	"25023"	22166	2533285	875.0	710.6
	"Suffolk County, MA"	"25025"	23513	3838594	612.5	661.3
	"Worcester County, MA"	"25027"	34545	4067945	849.2	723.5
	"Alcona County, MI"	"26001"	925	52306	1768.4	828.9
	"Alger County, MI"	"26003"	592	46980	1260.1	756.3
	"Allegan County, MI"	"26005"	4865	568331	856.0	750.5
	"Alpena County, MI"	"26007"	1833	144647	1267.2	781.0
	"Antrim County, MI"	"26009"	1343	116076	1157.0	685.8
	"Arenac County, MI"	"26011"	1033	76633	1348.0	882.3
	"Baraga County, MI"	"26013"	508	43062	1179.7	859.8
	"Barry County, MI"	"26015"	2680	296580	903.6	727.7
	"Bay County, MI"	"26017"	6010	530537	1132.8	805.5
	"Benzie County, MI"	"26019"	1029	87308	1178.6	714.5
	"Berrien County, MI"	"26021"	8746	775672	1127.5	827.0
	"Branch County, MI"	"26023"	2260	218013	1036.6	857.6
	"Calhoun County, MI"	"26025"	7379	673455	1095.7	859.1
	"Cass County, MI"	"26027"	2621	258975	1012.1	764.3
	"Charlevoix County, MI"	"26029"	1365	130862	1043.1	689.8
	"Cheboygan County, MI"	"26031"	1553	127896	1214.3	725.7
	"Chippewa County, MI"	"26033"	1747	191648	911.6	757.1
	"Clare County, MI"	"26035"	2065	153041	1349.3	923.3
	"Clinton County, MI"	"26037"	2989	386227	773.9	664.3
	"Crawford County, MI"	"26039"	824	69201	1190.7	788.3
	"Delta County, MI"	"26041"	2121	182850	1160.0	713.4
	"Dickinson County, MI"	"26043"	1581	129447	1221.3	733.7
	"Eaton County, MI"	"26045"	4924	542720	907.3	741.7
	"Emmet County, MI"	"26047"	1789	165453	1081.3	706.1
	"Genesee County, MI"	"26049"	22160	2065452	1072.9	895.0
	"Gladwin County, MI"	"26051"	1706	126833	1345.1	820.6
	"Gogebic County, MI"	"26053"	1035	78251	1322.7	755.8
	"Grand Traverse County, MI"	"26055"	4165	453573	918.3	690.6
	"Gratiot County, MI"	"26057"	2205	208380	1058.2	797.8
	"Hillsdale County, MI"	"26059"	2348	230121	1020.3	796.4
	"Houghton County, MI"	"26061"	1783	182824	975.3	784.7
	"Huron County, MI"	"26063"	2279	160104	1423.4	823.6
	"Ingham County, MI"	"26065"	10492	1422794	737.4	765.8
	"Ionia County, MI"	"26067"	2600	320630	810.9	815.1
	"Iosco County, MI"	"26069"	2091	126865	1648.2	909.1
	"Iron County, MI"	"26071"	936	56967	1643.1	747.1
	"Isabella County, MI"	"26073"	2335	352868	661.7	753.1
	"Jackson County, MI"	"26075"	8264	797413	1036.4	831.8
	"Kalamazoo County, MI"	"26077"	10324	1293027	798.4	729.3
	"Kalkaska County, MI"	"26079"	956	86294	1107.8	899.4
	"Kent County, MI"	"26081"	22859	3146762	726.4	699.6
	"Keweenaw County, MI"	"26083"	108	10976	984.0	562.3
	"Lake County, MI"	"26085"	772	57076	1352.6	842.5
	"Lapeer County, MI"	"26087"	4109	441549	930.6	807.7
	"Leelanau County, MI"	"26089"	1176	108821	1080.7	544.4
	"Lenawee County, MI"	"26091"	5109	493367	1035.5	818.3
	"Livingston County, MI"	"26093"	6948	929205	747.7	689.6
	"Luce County, MI"	"26095"	363	32253	1125.5	761.7
	"Mackinac County, MI"	"26097"	691	54989	1256.6	735.8
	"Macomb County, MI"	"26099"	42350	4298514	985.2	788.0
	"Manistee County, MI"	"26101"	1569	122323	1282.7	785.5
	"Marquette County, MI"	"26103"	3300	337091	979.0	759.4
	"Mason County, MI"	"26105"	1666	143777	1158.7	769.2
	"Mecosta County, MI"	"26107"	1940	216297	896.9	763.7
	"Menominee County, MI"	"26109"	1371	117842	1163.4	710.8
	"Midland County, MI"	"26111"	3637	417795	870.5	657.8
	"Missaukee County, MI"	"26113"	819	75162	1089.6	787.1
	"Monroe County, MI"	"26115"	7232	749724	964.6	797.0
	"Montcalm County, MI"	"26117"	3002	314610	954.2	796.8
	"Montmorency County, MI"	"26119"	795	46583	1706.6	895.6
	"Muskegon County, MI"	"26121"	8426	860742	978.9	830.6
	"Newaygo County, MI"	"26123"	2417	239786	1008.0	777.4
	"Oakland County, MI"	"26125"	51424	6176074	832.6	689.0
	"Oceana County, MI"	"26127"	1349	130760	1031.7	789.2
	"Ogemaw County, MI"	"26129"	1591	105513	1507.9	934.0
	"Ontonagon County, MI"	"26131"	490	30823	1589.7	806.5
	"Osceola County, MI"	"26133"	1175	115862	1014.1	775.6
	"Oscoda County, MI"	"26135"	621	41868	1483.2	900.1
	"Otsego County, MI"	"26137"	1304	120991	1077.8	774.2
	"Ottawa County, MI"	"26139"	9153	1382913	661.9	619.8
	"Presque Isle County, MI"	"26141"	969	64777	1495.9	735.0
	"Roscommon County, MI"	"26143"	2020	119501	1690.4	911.5
	"Saginaw County, MI"	"26145"	10306	976005	1055.9	801.1
	"St. Clair County, MI"	"26147"	8667	800346	1082.9	853.3
	"St. Joseph County, MI"	"26149"	3248	304615	1066.3	854.7
	"Sanilac County, MI"	"26151"	2416	208803	1157.1	818.2
	"Schoolcraft County, MI"	"26153"	540	40928	1319.4	743.8
	"Shiawassee County, MI"	"26155"	3633	343998	1056.1	854.2
	"Tuscola County, MI"	"26157"	2892	270070	1070.8	798.2
	"Van Buren County, MI"	"26159"	3654	376078	971.6	812.3
