Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2017 Revenue/Yr,2016 Revenue/Yr,2015 Revenue/Yr,2016 % Sales Growth,2015 % Sales Growth,2017 Employees,2016 Employees,2015 Employees,2016 % Employee Growth,2015 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Source 
AtoZDatabases,2/20/2020,8/20/2020,Nicte-Ha Vazquez,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Nicte-Ha Vazquez,Nicte-Ha,,Vazquez,Educator,Female,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Nicte-Ha,Vazquez,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Phyllis Zupkow,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Phyllis Zupkow,Phyllis,,Zupkow,Educator,Female,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Phyllis,Zupkow,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Kathryn Kossaeth,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Kathryn Kossaeth,Kathryn,,Kossaeth,Educator,Female,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Kathryn,Kossaeth,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Vanessa C Escobedo,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Vanessa Escobedo,Vanessa,,Escobedo,Educator,Female,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Vanessa,Escobedo,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Francisca O'Canas,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Francisca O'Canas,Francisca,,O'Canas,Educator,Female,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Francisca,O'Canas,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Lynn Spomer,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Lynn Spomer,Lynn,,Spomer,Educator,Female,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Lynn,Spomer,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,James Riadon,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,James Riadon,James,,Riadon,Educator,Male,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,James,Riadon,Educator,Male,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Heart To Heart Counseling Services,,307 El Paso St,307,,El Paso,St,,San Antonio,TX,78207,5005, ,,,,,,9,,"$598,091 ",307 El Paso St,307,,El Paso,St,,San Antonio,TX,78207,5005,(210) 884-0365,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.418438,-98.50254,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",,No,,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Habitat For Humanity of San Antonio Inc,Habitat for Humanity,311 Probandt,311,,Probandt,,,San Antonio,TX,78204,1745,Donald Griffith,Donald,L,Griffith,President,Male,70,"23,295",N/A,311 Probandt,311,,Probandt,,,San Antonio,TX,78204,1745,(210) 223-5203,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.404984,-98.496552,,Non-Profit Organizations,Branch,,No,8399039,Non-Profit Organizations,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,,,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,Yes,100 to 499,Private,No,"10,000 to 49,999",www.habitat.org,No,1976,,,,0,0,0,0,0,0,,,,0,0,Donald,Griffith,President,Male,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$25,000 to $99,999",,"$50,000 to $99,999",,"$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$50,000 to $99,999",1.11325E+13,No,Chain Location,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,St Lukes Pregnancy Center,,3534 Fredericksburg Rd,3534,,Fredericks,Rd,,San Antonio,TX,78201,7100,Lana White,Lana,,White,Manager,Female,3,"57,705","$550,570 ",3534 Fredericksburg Rd,3534,,Fredericks,Rd,,San Antonio,TX,78201,7100,(210) 785-4924,(210) 785-0450,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.477881,-98.53888,,Medical & Health Clinics & Offices,Branch,,No,8011005,Medical & Health Clinics & Offices,8011001,Physicians & Surgeons,8049001,Health Practitioners,8322002,Counselors & Counseling Services,8322111,Pregnancy Counseling Services,,,,,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),621399,Offices of All Other Miscellaneous Health Practitioners,624190,Other Individual and Family Services,,,,,,,,,,,,,,,No,5 to 9,Public,Yes,Up to 999,www.lonestarmidwives.com,No,2011,,,,0,550570,367047,367047,50,0,3,2,2,50,0,Lana,White,Manager,Female,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$1,000 to $2,499",,"$2,500 to $7,499",,"$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Baptist Health System Pregnancy Testing Center,,3703 Fredericksburg Rd,3703,,Fredericks,Rd,,San Antonio,TX,78201,3216, ,,,,,,13,,"$863,909 ",3703 Fredericksburg Rd,3703,,Fredericks,Rd,,San Antonio,TX,78201,3216,(210) 785-4924,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4798747,-98.5420043,,Family Planning Information Centers,,,No,8322053,Family Planning Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",www.baptisthealthsystem.com,No,2006,,,,0,863909,1063273,1196182,-18.75,-11.11,13,16,18,-18.75,-11.11,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Child Support Unit,,400 Brady Blvd,400,,Brady,Blvd,,San Antonio,TX,78207,8036, ,,,,,,19,139,"$1,262,637 ",400 Brady Blvd,400,,Brady,Blvd,,San Antonio,TX,78207,8036,(210) 472-2185,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.401723,-98.528197,,Individual & Family Social Services,Branch,,No,8322001,Individual & Family Social Services,8322095,Government Individual & Family Social Services,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",www.oag.state.tx.us,No,2010,,,,0,1262637,930364,1196182,35.71,-22.22,19,14,18,35.71,-22.22,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,City Of San Antonio Youth Services Division,,401 S Frio St,401,S,Frio,St,,San Antonio,TX,78207,4416, ,,,,,,39,,N/A,401 S Frio St,401,S,Frio,St,,San Antonio,TX,78207,4416,(210) 207-7491,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.421635,-98.50551,,Government Legislative Offices,,,No,9121001,Government Legislative Offices,8322001,Individual & Family Social Services,,,,,,,,,,,,,,,,,921120,Legislative Bodies,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,No,25 to 99,Private,No,"5,000 to 9,999",,No,,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$25,000 to $99,999",,"$20,000 to $49,999",,"$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$10,000 to $24,999","$20,000 to $49,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,House of Neighborly Service,,407 N Calaveras,407,N,Calaveras,,,San Antonio,TX,78207,2807,Monica Deckard,Monica,,Deckard,Executive Officer,Female,16,,N/A,407 N Calaveras,407,N,Calaveras,,,San Antonio,TX,78207,2807,(210) 434-2301,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.431091,-98.524661,741153442,Child Day Care Services,,,No,8351001,Child Day Care Services,8399001,Social Services,8322064,Social Services & Welfare Organizations,8399039,Non-Profit Organizations,,,,,,,,,,,,,624410,Child Day Care Services,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,Yes,25 to 99,Private,No,"1,000 to 4,999",www.hnstoday.org,No,1928,,,,0,0,0,0,0,0,,,,0,0,Monica,Deckard,Executive Officer,Female,Marketing & Advertising,Nancy,Shaw,Executive Officer,Female,Marketing & Advertising,Dreyas,Ramos,Manager,Unknown,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Executive Profiles,,419 S Main Ave Ste 301,419,S,Main,Ave,,San Antonio,TX,78204,1100,Fred Hernandez,Fred,Z,Hernandez,Owner,Male,2,,"$132,909 ",419 S Main Ave Ste 301,419,S,Main,Ave,,San Antonio,TX,78204,1100,(210) 227-2707,(210) 225-7751,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4207608,-98.4948378,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,Yes,Up to 999,www.sanantonio.gov,No,2001,,,,0,132909,132909,199364,0,-33.33,2,2,3,0,-33.33,Fred,Hernandez,Owner,Male,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$1,000 to $2,499",,"Up to $2,499",,"$2,000 to $4,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Catholic Charities,,4522 Fredericksburg Rd,4522,,Fredericks,Rd,,San Antonio,TX,78201,6521,Suzanne Deleon,Suzanne,,Deleon,Executive Officer,Female,9,"20,410",N/A,4522 Fredericksburg Rd,4522,,Fredericks,Rd,,San Antonio,TX,78201,6521,(210) 222-0988,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.49289,-98.551145,,Charitable Institutions,Branch,,No,8399032,Charitable Institutions,8399039,Non-Profit Organizations,8322064,Social Services & Welfare Organizations,8322001,Individual & Family Social Services,,,,,,,,,,,,,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,Yes,10 to 24,Private,No,"1,000 to 4,999",www.catholiccharitiesusa.org,No,,,,,0,0,0,0,0,0,,,,0,0,Suzanne,Deleon,Executive Officer,Female,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,Chain Location,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Aljon Family Counseling PLLC,,4522 Fredericksburg Rd Ste A45,4522,,Fredericks,Rd,,San Antonio,TX,78201,6598,Phillip Johnson,Phillip,,Johnson,Manager,Male,9,,"$598,091 ",4522 Fredericksburg Rd Ste A45,4522,,Fredericks,Rd,,San Antonio,TX,78201,6598,(210) 716-5040,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.49289,-98.551145,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,8099001,Health & Allied Services,8099002,Medical Services Organization,8322070,Mental Health Counseling Services,,,,,,,,,,,,,624190,Other Individual and Family Services,621999,All Other Miscellaneous Ambulatory Health Care Services,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",www.aljonfamily.com,No,2012,,,,0,598091,664546,797455,-10,-16.67,9,10,12,-10,-16.67,Phillip,Johnson,Manager,Male,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Germaine M Rosas Lpci,,455 S Main Ave,455,S,Main,Ave,,San Antonio,TX,78204,1133, ,,,,,,9,,"$598,091 ",455 S Main Ave,455,S,Main,Ave,,San Antonio,TX,78204,1133,(210) 616-0828,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.420462,-98.495015,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",,No,,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Deborah F Romo LPC,,503 Urban Loop,503,,Urban,Loop,,San Antonio,TX,78204,3115, ,,,,,,9,,"$598,091 ",503 Urban Loop,503,,Urban,Loop,,San Antonio,TX,78204,3115,(210) 271-1010,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.421066,-98.501111,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",,No,,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
