County	CountyCode	Year	YearCode	Deaths	Population	CrudeRate
"Lamar County, AL"	01075	2009	2009	.	.	.
"Lamar County, AL"	01075	2010	2010	.	.	.
"Lamar County, AL"	01075	2011	2011	.	.	.
"Lamar County, AL"	01075	2012	2012	.	.	.
"Lauderdale County, AL"	01077	1999	1999	.	.	.
"Lauderdale County, AL"	01077	2000	2000	.	.	.
"Lauderdale County, AL"	01077	2001	2001	.	.	.
"Lauderdale County, AL"	01077	2002	2002	.	.	.
"Lauderdale County, AL"	01077	2003	2003	.	.	.
"Lauderdale County, AL"	01077	2004	2004	.	.	.
"Lauderdale County, AL"	01077	2005	2005	.	.	.
"Lauderdale County, AL"	01077	2006	2006	.	.	.
"Lauderdale County, AL"	01077	2007	2007	.	.	.
"Lauderdale County, AL"	01077	2008	2008	.	.	.
"Lauderdale County, AL"	01077	2009	2009	.	.	.
"Lauderdale County, AL"	01077	2010	2010	12	947	12.67
"Lauderdale County, AL"	01077	2011	2011	.	.	.
"Lauderdale County, AL"	01077	2012	2012	.	.	.
"Lawrence County, AL"	01079	1999	1999	.	.	.
"Lawrence County, AL"	01079	2000	2000	.	.	.
"Lawrence County, AL"	01079	2001	2001	.	.	.
"Lawrence County, AL"	01079	2002	2002	.	.	.
"Lawrence County, AL"	01079	2003	2003	.	.	.
"Lawrence County, AL"	01079	2004	2004	.	.	.
"Lawrence County, AL"	01079	2005	2005	.	.	.
"Lawrence County, AL"	01079	2006	2006	.	.	.
"Lawrence County, AL"	01079	2007	2007	.	.	.
"Lawrence County, AL"	01079	2008	2008	.	.	.
"Lawrence County, AL"	01079	2009	2009	.	.	.
"Lawrence County, AL"	01079	2010	2010	.	.	.
"Lawrence County, AL"	01079	2011	2011	.	.	.
"Lawrence County, AL"	01079	2012	2012	.	.	.
"Lee County, AL"	01081	1999	1999	14	1403	9.98
"Lee County, AL"	01081	2000	2000	15	1457	10.3
"Lee County, AL"	01081	2001	2001	12	1361	8.82
"Lee County, AL"	01081	2002	2002	.	.	.
"Lee County, AL"	01081	2003	2003	12	1497	8.02
"Lee County, AL"	01081	2004	2004	.	.	.
"Lee County, AL"	01081	2005	2005	17	1481	11.48
"Lee County, AL"	01081	2006	2006	17	1639	10.37
"Lee County, AL"	01081	2007	2007	13	1745	7.45
"Lee County, AL"	01081	2008	2008	.	.	.
"Lee County, AL"	01081	2009	2009	10	1454	6.88
"Lee County, AL"	01081	2010	2010	10	1532	6.53
"Lee County, AL"	01081	2011	2011	.	.	.
"Lee County, AL"	01081	2012	2012	11	1778	6.19
"Limestone County, AL"	01083	1999	1999	.	.	.
"Limestone County, AL"	01083	2000	2000	.	.	.
"Limestone County, AL"	01083	2001	2001	.	.	.
"Limestone County, AL"	01083	2002	2002	.	.	.
"Limestone County, AL"	01083	2003	2003	.	.	.
"Limestone County, AL"	01083	2004	2004	.	.	.
"Limestone County, AL"	01083	2005	2005	.	.	.
"Limestone County, AL"	01083	2006	2006	.	.	.
"Limestone County, AL"	01083	2007	2007	10	981	10.19
"Limestone County, AL"	01083	2008	2008	.	.	.
"Limestone County, AL"	01083	2009	2009	.	.	.
"Limestone County, AL"	01083	2010	2010	.	.	.
"Limestone County, AL"	01083	2011	2011	.	.	.
"Limestone County, AL"	01083	2012	2012	.	.	.
"Lowndes County, AL"	01085	1999	1999	.	.	.
"Lowndes County, AL"	01085	2000	2000	.	.	.
"Lowndes County, AL"	01085	2001	2001	.	.	.
"Lowndes County, AL"	01085	2002	2002	.	.	.
"Lowndes County, AL"	01085	2003	2003	.	.	.
"Lowndes County, AL"	01085	2004	2004	.	.	.
"Lowndes County, AL"	01085	2005	2005	.	.	.
"Lowndes County, AL"	01085	2006	2006	.	.	.
"Lowndes County, AL"	01085	2007	2007	.	.	.
"Lowndes County, AL"	01085	2008	2008	.	.	.
"Lowndes County, AL"	01085	2009	2009	.	.	.
"Lowndes County, AL"	01085	2010	2010	.	.	.
"Lowndes County, AL"	01085	2011	2011	.	.	.
"Lowndes County, AL"	01085	2012	2012	.	.	.
"Macon County, AL"	01087	1999	1999	.	.	.
"Macon County, AL"	01087	2000	2000	.	.	.
"Macon County, AL"	01087	2001	2001	.	.	.
"Macon County, AL"	01087	2002	2002	.	.	.
"Macon County, AL"	01087	2003	2003	.	.	.
"Macon County, AL"	01087	2004	2004	.	.	.
"Macon County, AL"	01087	2005	2005	.	.	.
"Macon County, AL"	01087	2006	2006	.	.	.
"Macon County, AL"	01087	2007	2007	.	.	.
"Macon County, AL"	01087	2008	2008	.	.	.
"Macon County, AL"	01087	2009	2009	.	.	.
"Macon County, AL"	01087	2010	2010	.	.	.
"Macon County, AL"	01087	2011	2011	.	.	.
"Macon County, AL"	01087	2012	2012	.	.	.
"Madison County, AL"	01089	1999	1999	28	3823	7.32
"Madison County, AL"	01089	2000	2000	21	3757	5.59
"Madison County, AL"	01089	2001	2001	37	3611	10.25
"Madison County, AL"	01089	2002	2002	32	3523	9.08
"Madison County, AL"	01089	2003	2003	28	3559	7.87
"Madison County, AL"	01089	2004	2004	31	3705	8.37
"Madison County, AL"	01089	2005	2005	22	3830	5.74
"Madison County, AL"	01089	2006	2006	42	4066	10.33
"Madison County, AL"	01089	2007	2007	28	4236	6.61
"Madison County, AL"	01089	2008	2008	47	4221	11.13
"Madison County, AL"	01089	2009	2009	37	4265	8.68
"Madison County, AL"	01089	2010	2010	28	4195	6.67
"Madison County, AL"	01089	2011	2011	29	4150	6.99
"Madison County, AL"	01089	2012	2012	24	3926	6.11
"Marengo County, AL"	01091	1999	1999	.	.	.
"Marengo County, AL"	01091	2000	2000	.	.	.
"Marengo County, AL"	01091	2001	2001	.	.	.
"Marengo County, AL"	01091	2002	2002	.	.	.
"Marengo County, AL"	01091	2003	2003	.	.	.
"Marengo County, AL"	01091	2004	2004	.	.	.
"Marengo County, AL"	01091	2005	2005	.	.	.
"Marengo County, AL"	01091	2006	2006	.	.	.
"Marengo County, AL"	01091	2007	2007	.	.	.
"Marengo County, AL"	01091	2008	2008	.	.	.
"Marengo County, AL"	01091	2009	2009	.	.	.
"Marengo County, AL"	01091	2010	2010	.	.	.
"Marengo County, AL"	01091	2011	2011	.	.	.
"Marengo County, AL"	01091	2012	2012	.	.	.
"Marion County, AL"	01093	1999	1999	.	.	.
"Marion County, AL"	01093	2000	2000	.	.	.
"Marion County, AL"	01093	2001	2001	.	.	.
"Marion County, AL"	01093	2002	2002	.	.	.
"Marion County, AL"	01093	2003	2003	.	.	.
"Marion County, AL"	01093	2004	2004	.	.	.
"Marion County, AL"	01093	2005	2005	.	.	.
"Marion County, AL"	01093	2006	2006	.	.	.
"Marion County, AL"	01093	2007	2007	.	.	.
"Marion County, AL"	01093	2008	2008	.	.	.
"Marion County, AL"	01093	2009	2009	.	.	.
"Marion County, AL"	01093	2010	2010	.	.	.
"Marion County, AL"	01093	2011	2011	.	.	.
"Marion County, AL"	01093	2012	2012	.	.	.
"Marshall County, AL"	01095	1999	1999	12	1263	9.5
"Marshall County, AL"	01095	2000	2000	10	1168	8.56
"Marshall County, AL"	01095	2001	2001	12	1194	10.05
"Marshall County, AL"	01095	2002	2002	.	.	.
"Marshall County, AL"	01095	2003	2003	19	1395	13.62
"Marshall County, AL"	01095	2004	2004	14	1405	9.96
"Marshall County, AL"	01095	2005	2005	11	1434	7.67
"Marshall County, AL"	01095	2006	2006	16	1528	10.47
"Marshall County, AL"	01095	2007	2007	14	1487	9.41
"Marshall County, AL"	01095	2008	2008	.	.	.
"Marshall County, AL"	01095	2009	2009	11	1501	7.33
"Marshall County, AL"	01095	2010	2010	20	1328	15.06
"Marshall County, AL"	01095	2011	2011	.	.	.
"Marshall County, AL"	01095	2012	2012	.	.	.
"Mobile County, AL"	01097	1999	1999	65	6223	10.45
"Mobile County, AL"	01097	2000	2000	68	6359	10.69
"Mobile County, AL"	01097	2001	2001	60	5887	10.19
"Mobile County, AL"	01097	2002	2002	60	5830	10.29
"Mobile County, AL"	01097	2003	2003	53	5852	9.06
"Mobile County, AL"	01097	2004	2004	49	5707	8.59
"Mobile County, AL"	01097	2005	2005	53	5844	9.07
"Mobile County, AL"	01097	2006	2006	49	6131	7.99
"Mobile County, AL"	01097	2007	2007	65	6270	10.37
"Mobile County, AL"	01097	2008	2008	43	6206	6.93
"Mobile County, AL"	01097	2009	2009	44	6057	7.26
"Mobile County, AL"	01097	2010	2010	43	5707	7.53
"Mobile County, AL"	01097	2011	2011	50	5623	8.89
"Mobile County, AL"	01097	2012	2012	60	5495	10.92
"Monroe County, AL"	01099	1999	1999	.	.	.
"Monroe County, AL"	01099	2000	2000	.	.	.
"Monroe County, AL"	01099	2001	2001	.	.	.
"Monroe County, AL"	01099	2002	2002	.	.	.
"Monroe County, AL"	01099	2003	2003	.	.	.
"Monroe County, AL"	01099	2004	2004	.	.	.
"Monroe County, AL"	01099	2005	2005	.	.	.
"Monroe County, AL"	01099	2006	2006	.	.	.
"Monroe County, AL"	01099	2007	2007	.	.	.
"Monroe County, AL"	01099	2008	2008	.	.	.
"Monroe County, AL"	01099	2009	2009	.	.	.
"Monroe County, AL"	01099	2010	2010	.	.	.
"Monroe County, AL"	01099	2011	2011	.	.	.
"Monroe County, AL"	01099	2012	2012	.	.	.
"Montgomery County, AL"	01101	1999	1999	37	3485	10.62
"Montgomery County, AL"	01101	2000	2000	22	3656	6.02
"Montgomery County, AL"	01101	2001	2001	31	3417	9.07
"Montgomery County, AL"	01101	2002	2002	39	3337	11.69
"Montgomery County, AL"	01101	2003	2003	30	3205	9.36
"Montgomery County, AL"	01101	2004	2004	23	3279	7.01
"Montgomery County, AL"	01101	2005	2005	29	3303	8.78
"Montgomery County, AL"	01101	2006	2006	41	3479	11.78
"Montgomery County, AL"	01101	2007	2007	45	3434	13.1
"Montgomery County, AL"	01101	2008	2008	35	3561	9.83
"Montgomery County, AL"	01101	2009	2009	30	3355	8.94
"Montgomery County, AL"	01101	2010	2010	31	3084	10.05
"Montgomery County, AL"	01101	2011	2011	30	3166	9.48
"Montgomery County, AL"	01101	2012	2012	27	3080	8.77
"Morgan County, AL"	01103	1999	1999	15	1572	9.54
"Morgan County, AL"	01103	2000	2000	14	1585	8.83
"Morgan County, AL"	01103	2001	2001	.	.	.
"Morgan County, AL"	01103	2002	2002	10	1504	6.65
"Morgan County, AL"	01103	2003	2003	.	.	.
"Morgan County, AL"	01103	2004	2004	14	1497	9.35
"Morgan County, AL"	01103	2005	2005	15	1578	9.51
"Morgan County, AL"	01103	2006	2006	.	.	.
"Morgan County, AL"	01103	2007	2007	17	1640	10.37
"Morgan County, AL"	01103	2008	2008	14	1620	8.64
"Morgan County, AL"	01103	2009	2009	12	1502	7.99
"Morgan County, AL"	01103	2010	2010	.	.	.
"Morgan County, AL"	01103	2011	2011	10	1461	6.84
"Morgan County, AL"	01103	2012	2012	23	1366	16.84
"Perry County, AL"	01105	1999	1999	.	.	.
"Perry County, AL"	01105	2000	2000	.	.	.
"Perry County, AL"	01105	2001	2001	.	.	.
"Perry County, AL"	01105	2002	2002	.	.	.
"Perry County, AL"	01105	2003	2003	.	.	.
"Perry County, AL"	01105	2004	2004	.	.	.
"Perry County, AL"	01105	2005	2005	.	.	.
"Perry County, AL"	01105	2006	2006	.	.	.
"Perry County, AL"	01105	2007	2007	.	.	.
"Perry County, AL"	01105	2008	2008	.	.	.
"Perry County, AL"	01105	2009	2009	.	.	.
"Perry County, AL"	01105	2010	2010	.	.	.
"Perry County, AL"	01105	2011	2011	.	.	.
"Perry County, AL"	01105	2012	2012	.	.	.
"Pickens County, AL"	01107	1999	1999	.	.	.
"Pickens County, AL"	01107	2000	2000	.	.	.
"Pickens County, AL"	01107	2001	2001	.	.	.
"Pickens County, AL"	01107	2002	2002	.	.	.
"Pickens County, AL"	01107	2003	2003	.	.	.
"Pickens County, AL"	01107	2004	2004	.	.	.
"Pickens County, AL"	01107	2005	2005	.	.	.
"Pickens County, AL"	01107	2006	2006	.	.	.
"Pickens County, AL"	01107	2007	2007	.	.	.
"Pickens County, AL"	01107	2008	2008	.	.	.
"Pickens County, AL"	01107	2009	2009	.	.	.
"Pickens County, AL"	01107	2010	2010	.	.	.
"Pickens County, AL"	01107	2011	2011	.	.	.
"Pickens County, AL"	01107	2012	2012	.	.	.
"Pike County, AL"	01109	1999	1999	.	.	.
"Pike County, AL"	01109	2000	2000	.	.	.
"Pike County, AL"	01109	2001	2001	.	.	.
"Pike County, AL"	01109	2002	2002	.	.	.
"Pike County, AL"	01109	2003	2003	.	.	.
"Pike County, AL"	01109	2004	2004	.	.	.
"Pike County, AL"	01109	2005	2005	.	.	.
"Pike County, AL"	01109	2006	2006	.	.	.
"Pike County, AL"	01109	2007	2007	.	.	.
"Pike County, AL"	01109	2008	2008	.	.	.
"Pike County, AL"	01109	2009	2009	.	.	.
"Pike County, AL"	01109	2010	2010	.	.	.
"Pike County, AL"	01109	2011	2011	.	.	.
"Pike County, AL"	01109	2012	2012	.	.	.
"Randolph County, AL"	01111	1999	1999	.	.	.
"Randolph County, AL"	01111	2000	2000	.	.	.
"Randolph County, AL"	01111	2001	2001	.	.	.
"Randolph County, AL"	01111	2002	2002	.	.	.
"Randolph County, AL"	01111	2003	2003	.	.	.
"Randolph County, AL"	01111	2004	2004	.	.	.
"Randolph County, AL"	01111	2005	2005	.	.	.
"Randolph County, AL"	01111	2006	2006	.	.	.
"Randolph County, AL"	01111	2007	2007	.	.	.
"Randolph County, AL"	01111	2008	2008	.	.	.
"Randolph County, AL"	01111	2009	2009	.	.	.
"Randolph County, AL"	01111	2010	2010	.	.	.
"Randolph County, AL"	01111	2011	2011	.	.	.
"Randolph County, AL"	01111	2012	2012	.	.	.
"Russell County, AL"	01113	1999	1999	.	.	.
"Russell County, AL"	01113	2000	2000	15	701	21.4
"Russell County, AL"	01113	2001	2001	.	.	.
"Russell County, AL"	01113	2002	2002	.	.	.
"Russell County, AL"	01113	2003	2003	.	.	.
"Russell County, AL"	01113	2004	2004	.	.	.
"Russell County, AL"	01113	2005	2005	12	718	16.71
"Russell County, AL"	01113	2006	2006	.	.	.
"Russell County, AL"	01113	2007	2007	.	.	.
"Russell County, AL"	01113	2008	2008	.	.	.
"Russell County, AL"	01113	2009	2009	12	70	171.43
"Russell County, AL"	01113	2010	2010	.	.	.
"Russell County, AL"	01113	2011	2011	.	.	.
"Russell County, AL"	01113	2012	2012	12	862	13.92
"St. Clair County, AL"	01115	1999	1999	11	845	13.02
"St. Clair County, AL"	01115	2000	2000	.	.	.
"St. Clair County, AL"	01115	2001	2001	.	.	.
"St. Clair County, AL"	01115	2002	2002	.	.	.
"St. Clair County, AL"	01115	2003	2003	.	.	.
"St. Clair County, AL"	01115	2004	2004	11	856	12.85
"St. Clair County, AL"	01115	2005	2005	.	.	.
"St. Clair County, AL"	01115	2006	2006	.	.	.
"St. Clair County, AL"	01115	2007	2007	12	1116	10.75
"St. Clair County, AL"	01115	2008	2008	.	.	.
"St. Clair County, AL"	01115	2009	2009	13	1109	11.72
"St. Clair County, AL"	01115	2010	2010	.	.	.
"St. Clair County, AL"	01115	2011	2011	.	.	.
"St. Clair County, AL"	01115	2012	2012	.	.	.
"Shelby County, AL"	01117	1999	1999	16	2245	7.13
"Shelby County, AL"	01117	2000	2000	21	2225	9.44
"Shelby County, AL"	01117	2001	2001	14	2447	5.72
"Shelby County, AL"	01117	2002	2002	15	2375	6.32
"Shelby County, AL"	01117	2003	2003	17	2489	6.83
"Shelby County, AL"	01117	2004	2004	13	2562	5.07
"Shelby County, AL"	01117	2005	2005	19	2576	7.38
"Shelby County, AL"	01117	2006	2006	21	2610	8.05
"Shelby County, AL"	01117	2007	2007	17	2698	6.3
"Shelby County, AL"	01117	2008	2008	11	2642	4.16
"Shelby County, AL"	01117	2009	2009	11	2490	4.42
"Shelby County, AL"	01117	2010	2010	15	2498	6
"Shelby County, AL"	01117	2011	2011	15	2424	6.19
"Shelby County, AL"	01117	2012	2012	21	2431	8.64
"Sumter County, AL"	01119	1999	1999	.	.	.
"Sumter County, AL"	01119	2000	2000	.	.	.
"Sumter County, AL"	01119	2001	2001	.	.	.
"Sumter County, AL"	01119	2002	2002	10	185	54.05
"Sumter County, AL"	01119	2003	2003	.	.	.
"Sumter County, AL"	01119	2004	2004	.	.	.
"Sumter County, AL"	01119	2005	2005	.	.	.
"Sumter County, AL"	01119	2006	2006	.	.	.
"Sumter County, AL"	01119	2007	2007	.	.	.
"Sumter County, AL"	01119	2008	2008	.	.	.
"Sumter County, AL"	01119	2009	2009	.	.	.
"Sumter County, AL"	01119	2010	2010	.	.	.
"Sumter County, AL"	01119	2011	2011	.	.	.
"Sumter County, AL"	01119	2012	2012	.	.	.
"Talladega County, AL"	01121	1999	1999	16	1152	13.89
"Talladega County, AL"	01121	2000	2000	.	.	.
"Talladega County, AL"	01121	2001	2001	.	.	.
"Talladega County, AL"	01121	2002	2002	10	1028	9.73
"Talladega County, AL"	01121	2003	2003	13	1018	12.77
"Talladega County, AL"	01121	2004	2004	.	.	.
"Talladega County, AL"	01121	2005	2005	13	999	13.01
"Talladega County, AL"	01121	2006	2006	12	1010	11.88
"Talladega County, AL"	01121	2007	2007	21	1097	19.14
"Talladega County, AL"	01121	2008	2008	15	1045	14.35
"Talladega County, AL"	01121	2009	2009	11	984	11.18
"Talladega County, AL"	01121	2010	2010	.	.	.
"Talladega County, AL"	01121	2011	2011	11	850	12.94
"Talladega County, AL"	01121	2012	2012	.	.	.
"Tallapoosa County, AL"	01123	1999	1999	.	.	.
"Tallapoosa County, AL"	01123	2000	2000	.	.	.
"Tallapoosa County, AL"	01123	2001	2001	.	.	.
"Tallapoosa County, AL"	01123	2002	2002	.	.	.
"Tallapoosa County, AL"	01123	2003	2003	.	.	.
"Tallapoosa County, AL"	01123	2004	2004	.	.	.
"Tallapoosa County, AL"	01123	2005	2005	.	.	.
"Tallapoosa County, AL"	01123	2006	2006	.	.	.
"Tallapoosa County, AL"	01123	2007	2007	.	.	.
"Tallapoosa County, AL"	01123	2008	2008	.	.	.
"Tallapoosa County, AL"	01123	2009	2009	11	492	22.36
"Tallapoosa County, AL"	01123	2010	2010	.	.	.
"Tallapoosa County, AL"	01123	2011	2011	.	.	.
"Tallapoosa County, AL"	01123	2012	2012	.	.	.
"Tuscaloosa County, AL"	01125	1999	1999	23	2294	10.03
"Tuscaloosa County, AL"	01125	2000	2000	33	2331	14.16
"Tuscaloosa County, AL"	01125	2001	2001	35	2231	15.69
"Tuscaloosa County, AL"	01125	2002	2002	29	2146	13.51
"Tuscaloosa County, AL"	01125	2003	2003	24	2210	10.86
"Tuscaloosa County, AL"	01125	2004	2004	26	2166	12
"Tuscaloosa County, AL"	01125	2005	2005	20	2258	8.86
"Tuscaloosa County, AL"	01125	2006	2006	24	2347	10.23
"Tuscaloosa County, AL"	01125	2007	2007	41	2528	16.22
"Tuscaloosa County, AL"	01125	2008	2008	32	2595	12.33
"Tuscaloosa County, AL"	01125	2009	2009	28	2478	11.3
"Tuscaloosa County, AL"	01125	2010	2010	30	2470	12.15
"Tuscaloosa County, AL"	01125	2011	2011	21	2361	8.89
"Tuscaloosa County, AL"	01125	2012	2012	22	2441	9.01
"Walker County, AL"	01127	1999	1999	.	.	.
"Walker County, AL"	01127	2000	2000	13	976	13.32
"Walker County, AL"	01127	2001	2001	.	.	.
"Walker County, AL"	01127	2002	2002	18	901	19.98
"Walker County, AL"	01127	2003	2003	.	.	.
"Walker County, AL"	01127	2004	2004	.	.	.
"Walker County, AL"	01127	2005	2005	.	.	.
"Walker County, AL"	01127	2006	2006	10	883	11.33
"Walker County, AL"	01127	2007	2007	.	.	.
"Walker County, AL"	01127	2008	2008	13	860	15.12
"Walker County, AL"	01127	2009	2009	.	.	.
"Walker County, AL"	01127	2010	2010	.	.	.
"Walker County, AL"	01127	2011	2011	.	.	.
"Walker County, AL"	01127	2012	2012	.	.	.
"Washington County, AL"	01129	1999	1999	.	.	.
"Washington County, AL"	01129	2000	2000	.	.	.
"Washington County, AL"	01129	2001	2001	.	.	.
"Washington County, AL"	01129	2002	2002	.	.	.
"Washington County, AL"	01129	2003	2003	.	.	.
"Washington County, AL"	01129	2004	2004	.	.	.
"Washington County, AL"	01129	2005	2005	.	.	.
"Washington County, AL"	01129	2006	2006	.	.	.
"Washington County, AL"	01129	2007	2007	.	.	.
"Washington County, AL"	01129	2008	2008	.	.	.
"Washington County, AL"	01129	2009	2009	.	.	.
"Washington County, AL"	01129	2010	2010	.	.	.
"Washington County, AL"	01129	2011	2011	.	.	.
"Washington County, AL"	01129	2012	2012	.	.	.
"Wilcox County, AL"	01131	1999	1999	.	.	.
"Wilcox County, AL"	01131	2000	2000	.	.	.
"Wilcox County, AL"	01131	2001	2001	.	.	.
"Wilcox County, AL"	01131	2002	2002	.	.	.
"Wilcox County, AL"	01131	2003	2003	.	.	.
"Wilcox County, AL"	01131	2004	2004	.	.	.
"Wilcox County, AL"	01131	2005	2005	.	.	.
"Wilcox County, AL"	01131	2006	2006	.	.	.
"Wilcox County, AL"	01131	2007	2007	.	.	.
"Wilcox County, AL"	01131	2008	2008	.	.	.
"Wilcox County, AL"	01131	2009	2009	.	.	.
"Wilcox County, AL"	01131	2010	2010	.	.	.
"Wilcox County, AL"	01131	2011	2011	.	.	.
"Wilcox County, AL"	01131	2012	2012	.	.	.
"Winston County, AL"	01133	1999	1999	.	.	.
"Winston County, AL"	01133	2000	2000	.	.	.
"Winston County, AL"	01133	2001	2001	.	.	.
"Winston County, AL"	01133	2002	2002	.	.	.
"Winston County, AL"	01133	2003	2003	.	.	.
"Winston County, AL"	01133	2004	2004	.	.	.
"Winston County, AL"	01133	2005	2005	.	.	.
"Winston County, AL"	01133	2006	2006	.	.	.
"Winston County, AL"	01133	2007	2007	.	.	.
"Winston County, AL"	01133	2008	2008	.	.	.
"Winston County, AL"	01133	2009	2009	.	.	.
"Winston County, AL"	01133	2010	2010	.	.	.
"Winston County, AL"	01133	2011	2011	.	.	.
"Winston County, AL"	01133	2012	2012	.	.	.
"Aleutians East Borough, AK"	02013	1999	1999	.	.	.
"Aleutians East Borough, AK"	02013	2000	2000	.	.	.
"Aleutians East Borough, AK"	02013	2001	2001	.	.	.
"Aleutians East Borough, AK"	02013	2002	2002	.	.	.
"Aleutians East Borough, AK"	02013	2003	2003	.	.	.
"Aleutians East Borough, AK"	02013	2004	2004	.	.	.
"Aleutians East Borough, AK"	02013	2005	2005	.	.	.
"Aleutians East Borough, AK"	02013	2006	2006	.	.	.
"Aleutians East Borough, AK"	02013	2007	2007	.	.	.
"Aleutians East Borough, AK"	02013	2008	2008	.	.	.
"Aleutians East Borough, AK"	02013	2009	2009	.	.	.
"Aleutians East Borough, AK"	02013	2010	2010	.	.	.
"Aleutians East Borough, AK"	02013	2011	2011	.	.	.
"Aleutians East Borough, AK"	02013	2012	2012	.	.	.
"Aleutians West Census Area, AK"	02016	1999	1999	.	.	.
"Aleutians West Census Area, AK"	02016	2000	2000	.	.	.
"Aleutians West Census Area, AK"	02016	2001	2001	.	.	.
"Aleutians West Census Area, AK"	02016	2002	2002	.	.	.
"Aleutians West Census Area, AK"	02016	2003	2003	.	.	.
"Aleutians West Census Area, AK"	02016	2004	2004	.	.	.
"Aleutians West Census Area, AK"	02016	2005	2005	.	.	.
"Aleutians West Census Area, AK"	02016	2006	2006	.	.	.
"Aleutians West Census Area, AK"	02016	2007	2007	.	.	.
"Aleutians West Census Area, AK"	02016	2008	2008	.	.	.
"Aleutians West Census Area, AK"	02016	2009	2009	.	.	.
"Aleutians West Census Area, AK"	02016	2010	2010	.	.	.
"Aleutians West Census Area, AK"	02016	2011	2011	.	.	.
"Aleutians West Census Area, AK"	02016	2012	2012	.	.	.
"Anchorage Borough, AK"	02020	1999	1999	18	4273	4.21
"Anchorage Borough, AK"	02020	2000	2000	16	4122	3.88
"Anchorage Borough, AK"	02020	2001	2001	35	4185	8.36
"Anchorage Borough, AK"	02020	2002	2002	17	4152	4.09
"Anchorage Borough, AK"	02020	2003	2003	20	4296	4.66
"Anchorage Borough, AK"	02020	2004	2004	24	4392	5.46
"Anchorage Borough, AK"	02020	2005	2005	29	4235	6.85
"Anchorage Borough, AK"	02020	2006	2006	32	4627	6.92
"Anchorage Borough, AK"	02020	2007	2007	22	4480	4.91
"Anchorage Borough, AK"	02020	2008	2008	23	4657	4.94
"Anchorage Borough, AK"	02020	2009	2009	31	4743	6.54
"Anchorage Borough, AK"	02020	2010	2010	19	4575	4.15
"Anchorage Borough, AK"	02020	2011	2011	19	4792	3.96
"Anchorage Borough, AK"	02020	2012	2012	22	4613	4.77
"Bethel Census Area, AK"	02050	1999	1999	.	.	.
"Bethel Census Area, AK"	02050	2000	2000	.	.	.
"Bethel Census Area, AK"	02050	2001	2001	.	.	.
"Bethel Census Area, AK"	02050	2002	2002	.	.	.
"Bethel Census Area, AK"	02050	2003	2003	.	.	.
"Bethel Census Area, AK"	02050	2004	2004	.	.	.
"Bethel Census Area, AK"	02050	2005	2005	.	.	.
"Bethel Census Area, AK"	02050	2006	2006	.	.	.
"Bethel Census Area, AK"	02050	2007	2007	.	.	.
"Bethel Census Area, AK"	02050	2008	2008	.	.	.
"Bethel Census Area, AK"	02050	2009	2009	.	.	.
"Bethel Census Area, AK"	02050	2010	2010	.	.	.
"Bethel Census Area, AK"	02050	2011	2011	.	.	.
"Bethel Census Area, AK"	02050	2012	2012	.	.	.
"Bristol Bay Borough, AK"	02060	1999	1999	.	.	.
"Bristol Bay Borough, AK"	02060	2000	2000	.	.	.
"Bristol Bay Borough, AK"	02060	2001	2001	.	.	.
"Bristol Bay Borough, AK"	02060	2002	2002	.	.	.
"Bristol Bay Borough, AK"	02060	2003	2003	.	.	.
"Bristol Bay Borough, AK"	02060	2004	2004	.	.	.
"Bristol Bay Borough, AK"	02060	2005	2005	.	.	.
"Bristol Bay Borough, AK"	02060	2006	2006	.	.	.
"Bristol Bay Borough, AK"	02060	2007	2007	.	.	.
"Bristol Bay Borough, AK"	02060	2008	2008	.	.	.
