"survey","year","var_code","var_label","data_type","level","val_min","val_max","val_label","recode","val_length","val_na"
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","7800","7800","PRD-Bakers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","7810","7810","PRD-Butchers And Other Meat, Poultry, And Fish Processing Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","7830","7830","PRD-Food And Tobacco Roasting, Baking, And Drying Machine Operators And Tenders",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","7840","7840","PRD-Food Batchmakers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","7850","7850","PRD-Food Cooking Machine Operators And Tenders",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","7855","7855","PRD-Food Processing Workers, All Other",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","7905","7905","PRD-Computer Numerically Controlled Tool Operators And Programmers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","7925","7925","PRD-Forming Machine Setters, Operators, And Tenders, Metal And Plastic",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","7950","7950","PRD-Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8000","8000","PRD-Grinding, Lapping, Polishing, And Buffing Machine Tool Setters, Operators, And Tenders, Metal And Plastic",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8025","8025","PRD-Other Machine Tool Setters, Operators, And Tenders, Metal and Plastic",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8030","8030","PRD-Machinists",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8040","8040","PRD-Metal Furnace Operators, Tenders, Pourers, And Casters",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8100","8100","PRD-Model Makers, Patternmakers, And Molding Machine Setters, Metal And Plastic",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8130","8130","PRD-Tool And Die Makers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8140","8140","PRD-Welding, Soldering, And Brazing Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8225","8225","PRD-Other Metal Workers And Plastic Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8250","8250","PRD-Prepress Technicians And Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8255","8255","PRD-Printing Press Operators",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8256","8256","PRD-Print Binding And Finishing Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8300","8300","PRD-Laundry And Dry-Cleaning Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8310","8310","PRD-Pressers, Textile, Garment, And Related Materials",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8320","8320","PRD-Sewing Machine Operators",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8335","8335","PRD-Shoe And Leather Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8350","8350","PRD-Tailors, Dressmakers, And Sewers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8365","8365","PRD-Textile Machine Setters, Operators, And Tenders",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8450","8450","PRD-Upholsterers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8465","8465","PRD-Other Textile, Apparel, And Furnishings Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8500","8500","PRD-Cabinetmakers And Bench Carpenters",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8510","8510","PRD-Furniture Finishers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8530","8530","PRD-Sawing Machine Setters, Operators, And Tenders, Wood",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8540","8540","PRD-Woodworking Machine Setters, Operators, And Tenders, Except Sawing",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8555","8555","PRD-Other Woodworkers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8600","8600","PRD-Power Plant Operators, Distributors, And Dispatchers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8610","8610","PRD-Stationary Engineers And Boiler Operators",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8620","8620","PRD-Water And Wastewater Treatment Plant And System Operators",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8630","8630","PRD-Miscellaneous Plant And System Operators",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8640","8640","PRD-Chemical Processing Machine Setters, Operators, And Tenders",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8650","8650","PRD-Crushing, Grinding, Polishing, Mixing, And Blending Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8710","8710","PRD-Cutting Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8720","8720","PRD-Extruding, Forming, Pressing, And Compacting Machine Setters, Operators, And Tenders",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8730","8730","PRD-Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8740","8740","PRD-Inspectors, Testers, Sorters, Samplers, And Weighers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8750","8750","PRD-Jewelers And Precious Stone And Metal Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8760","8760","PRD-Dental And Ophthalmic Laboratory Technicians And Medical Appliance Technicians",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8800","8800","PRD-Packaging And Filling Machine Operators And Tenders",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8810","8810","PRD-Painting Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8830","8830","PRD-Photographic Process Workers And Processing Machine Operators",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8850","8850","PRD-Adhesive Bonding Machine Operators And Tenders",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8910","8910","PRD-Etchers And Engravers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8920","8920","PRD-Molders, Shapers, And Casters, Except Metal And Plastic",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8930","8930","PRD-Paper Goods Machine Setters, Operators, And Tenders",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8940","8940","PRD-Tire Builders",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8950","8950","PRD-Helpers--Production Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","8990","8990","PRD-Miscellaneous Production Workers, Including Equipment Operators And Tenders",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9005","9005","TRN-Supervisors Of Transportation And Material Moving Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9030","9030","TRN-Aircraft Pilots And Flight Engineers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9040","9040","TRN-Air Traffic Controllers And Airfield Operations Specialists",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9050","9050","TRN-Flight Attendants",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9110","9110","TRN-Ambulance Drivers And Attendants, Except Emergency Medical Technicians",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9121","9121","TRN-Bus Drivers, School",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9122","9122","TRN-Bus Drivers, Transit And Intercity",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9130","9130","TRN-Driver/Sales Workers And Truck Drivers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9141","9141","TRN-Shuttle Drivers And Chauffeurs",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9142","9142","TRN-Taxi Drivers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9150","9150","TRN-Motor Vehicle Operators, All Other",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9210","9210","TRN-Locomotive Engineers And Operators",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9240","9240","TRN-Railroad Conductors And Yardmasters",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9265","9265","TRN-Other Rail Transportation Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9300","9300","TRN-Sailors And Marine Oilers, And Ship Engineers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9310","9310","TRN-Ship And Boat Captains And Operators",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9350","9350","TRN-Parking Attendants",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9365","9365","TRN-Transportation Service Attendants",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9410","9410","TRN-Transportation Inspectors",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9415","9415","TRN-Passenger Attendants",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9430","9430","TRN-Other Transportation Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9510","9510","TRN-Crane And Tower Operators",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9570","9570","TRN-Conveyor, Dredge, And Hoist and Winch Operators",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9600","9600","TRN-Industrial Truck And Tractor Operators",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9610","9610","TRN-Cleaners Of Vehicles And Equipment",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9620","9620","TRN-Laborers And Freight, Stock, And Material Movers, Hand",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9630","9630","TRN-Machine Feeders And Offbearers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9640","9640","TRN-Packers And Packagers, Hand",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9645","9645","TRN-Stockers And Order Fillers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9650","9650","TRN-Pumping Station Operators",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9720","9720","TRN-Refuse And Recyclable Material Collectors",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9760","9760","TRN-Other Material Moving Workers",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9800","9800","MIL-Military Officer Special And Tactical Operations Leaders",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9810","9810","MIL-First-Line Enlisted Military Supervisors",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9825","9825","MIL-Military Enlisted Tactical Operations And Air/Weapons Specialists And Crew Members",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9830","9830","MIL-Military, Rank Not Specified",TRUE,4,0
"acs1","2019","OCCP","Occupation recode for 2018 and later based on 2018 OCC codes","chr","person","9920","9920","Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",TRUE,4,0
"acs1","2019","RAC1P","Recoded detailed race code","chr","person","1","1","White alone",TRUE,1,NA
"acs1","2019","RAC1P","Recoded detailed race code","chr","person","2","2","Black or African American alone",TRUE,1,NA
"acs1","2019","RAC1P","Recoded detailed race code","chr","person","3","3","American Indian alone",TRUE,1,NA
"acs1","2019","RAC1P","Recoded detailed race code","chr","person","4","4","Alaska Native alone",TRUE,1,NA
"acs1","2019","RAC1P","Recoded detailed race code","chr","person","5","5","American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",TRUE,1,NA
"acs1","2019","RAC1P","Recoded detailed race code","chr","person","6","6","Asian alone",TRUE,1,NA
"acs1","2019","RAC1P","Recoded detailed race code","chr","person","7","7","Native Hawaiian and Other Pacific Islander alone",TRUE,1,NA
"acs1","2019","RAC1P","Recoded detailed race code","chr","person","8","8","Some Other Race alone",TRUE,1,NA
"acs1","2019","RAC1P","Recoded detailed race code","chr","person","9","9","Two or More Races",TRUE,1,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"01","01","Alabama/AL",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"02","02","Alaska/AK",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"04","04","Arizona/AZ",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"05","05","Arkansas/AR",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"06","06","California/CA",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"08","08","Colorado/CO",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"09","09","Connecticut/CT",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"10","10","Delaware/DE",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"11","11","District of Columbia/DC",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"12","12","Florida/FL",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"13","13","Georgia/GA",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"15","15","Hawaii/HI",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"16","16","Idaho/ID",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"17","17","Illinois/IL",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"18","18","Indiana/IN",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"19","19","Iowa/IA",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"20","20","Kansas/KS",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"21","21","Kentucky/KY",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"22","22","Louisiana/LA",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"23","23","Maine/ME",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"24","24","Maryland/MD",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"25","25","Massachusetts/MA",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"26","26","Michigan/MI",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"27","27","Minnesota/MN",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"28","28","Mississippi/MS",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"29","29","Missouri/MO",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"30","30","Montana/MT",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"31","31","Nebraska/NE",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"32","32","Nevada/NV",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"33","33","New Hampshire/NH",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"34","34","New Jersey/NJ",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"35","35","New Mexico/NM",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"36","36","New York/NY",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"37","37","North Carolina/NC",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"38","38","North Dakota/ND",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"39","39","Ohio/OH",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"40","40","Oklahoma/OK",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"41","41","Oregon/OR",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"42","42","Pennsylvania/PA",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"44","44","Rhode Island/RI",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"45","45","South Carolina/SC",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"46","46","South Dakota/SD",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"47","47","Tennessee/TN",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"48","48","Texas/TX",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"49","49","Utah/UT",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"50","50","Vermont/VT",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"51","51","Virginia/VA",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"53","53","Washington/WA",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"54","54","West Virginia/WV",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"55","55","Wisconsin/WI",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"56","56","Wyoming/WY",TRUE,2,NA
"acs5","2017","ST","State code based on 2010 Census definitions","chr",NA,"72","72","Puerto Rico/PR",TRUE,2,NA
"acs5","2017","PWGTP","Person weight","num","person","00001","09999","Integer weight of person",FALSE,NA,NA
"acs5","2017","SCHL","Educational attainment","chr","person","bb","bb","N/A (less than 3 years old)",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","01","01","No schooling completed",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","02","02","Nursery school, preschool",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","03","03","Kindergarten",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","04","04","Grade 1",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","05","05","Grade 2",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","06","06","Grade 3",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","07","07","Grade 4",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","08","08","Grade 5",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","09","09","Grade 6",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","10","10","Grade 7",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","11","11","Grade 8",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","12","12","Grade 9",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","13","13","Grade 10",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","14","14","Grade 11",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","15","15","12th grade - no diploma",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","16","16","Regular high school diploma",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","17","17","GED or alternative credential",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","18","18","Some college, but less than 1 year",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","19","19","1 or more years of college credit, no degree",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","20","20","Associate's degree",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","21","21","Bachelor's degree",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","22","22","Master's degree",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","23","23","Professional degree beyond a bachelor's degree",TRUE,2,0
"acs5","2017","SCHL","Educational attainment","chr","person","24","24","Doctorate degree",TRUE,2,0
"acs5","2017","SEX","Sex","chr","person","1","1","Male",TRUE,1,NA
"acs5","2017","SEX","Sex","chr","person","2","2","Female",TRUE,1,NA
"acs5","2017","WAGP","Wages or salary income past 12 months (use ADJINC to adjust WAGP to constant dollars)","num","person","bbbbbb","bbbbbb","N/A (less than 15 years old)",FALSE,NA,NA
"acs5","2017","WAGP","Wages or salary income past 12 months (use ADJINC to adjust WAGP to constant dollars)","num","person","000000","000000","None",FALSE,NA,NA
"acs5","2017","WAGP","Wages or salary income past 12 months (use ADJINC to adjust WAGP to constant dollars)","num","person","000001","999999","$1 to 999999 (Rounded and top-coded)",FALSE,NA,NA
"acs5","2017","ESR","Employment status recode","chr","person","b","b","N/A (less than 16 years old)",TRUE,1,0
"acs5","2017","ESR","Employment status recode","chr","person","1","1","Civilian employed, at work",TRUE,1,0
"acs5","2017","ESR","Employment status recode","chr","person","2","2","Civilian employed, with a job but not at work",TRUE,1,0
"acs5","2017","ESR","Employment status recode","chr","person","3","3","Unemployed",TRUE,1,0
"acs5","2017","ESR","Employment status recode","chr","person","4","4","Armed forces, at work",TRUE,1,0
"acs5","2017","ESR","Employment status recode","chr","person","5","5","Armed forces, with a job but not at work",TRUE,1,0
"acs5","2017","ESR","Employment status recode","chr","person","6","6","Not in labor force",TRUE,1,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","bbbb","bbbb","N/A (less than bachelor's degree)",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1100","1100","General Agriculture",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1101","1101","Agriculture Production And Management",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1102","1102","Agricultural Economics",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1103","1103","Animal Sciences",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1104","1104","Food Science",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1105","1105","Plant Science And Agronomy",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1106","1106","Soil Science",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1199","1199","Miscellaneous Agriculture",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1301","1301","Environmental Science",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1302","1302","Forestry",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1303","1303","Natural Resources Management",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1401","1401","Architecture",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1501","1501","Area Ethnic And Civilization Studies",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1901","1901","Communications",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1902","1902","Journalism",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1903","1903","Mass Media",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","1904","1904","Advertising And Public Relations",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","2001","2001","Communication Technologies",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","2100","2100","Computer And Information Systems",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","2101","2101","Computer Programming And Data Processing",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","2102","2102","Computer Science",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","2105","2105","Information Sciences",TRUE,4,0
"acs5","2017","FOD1P","Recoded field of degree - first entry","chr","person","2106","2106","Computer Administration Management And Security",TRUE,4,0
